Índice,NomDepartamento,Año,NumMes,Día,NomClaseAccidente,NomCausaAcc,NomCondMeteorologica,NomDia,NomGeometriaAcc,terreno,secc_tip,n_victimas,n_muertos,n_heridos,Festividad
"3682,Putumayo,2017,6,16,Choque,,Sol,viernes,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,2,0"
"3696,Putumayo,2018,1,1,Salida de la vía sin volcarse,,Normal,lunes,Curva Izquierda,Plano,Terraplen,"""",0,2,0"
"3711,Putumayo,2017,12,16,Choque,,Sol,sabado,Curva Derecha,Ondulado,Media ladera Izquierda,"""",0,1,0"
"3722,Putumayo,2017,1,14,Atropello,,Niebla,sabado,Recta,Ondulado,Terraplen,"""",1,0,0"
"3736,Putumayo,2017,12,19,Volcamiento,,Sol,martes,Curva Derecha,Ondulado,Terraplen,"""",0,1,0"
3742,Putumayo,2019,4,6,Volcamiento,,Sol,sabado,Recta,Plano,Terraplen,1,0,1,0
"3767,Putumayo,2017,3,16,Choque,,Normal,jueves,Curva Derecha,Ondulado,Cajón,"""",1,0,0"
"3819,Putumayo,2018,3,19,Volcamiento,,Lluvia,lunes,Curva Derecha,Ondulado,Terraplen,"""",0,0,0"
"3823,Putumayo,2017,6,12,Choque,,Seca,lunes,Recta,Plano,Terraplen,"""",1,0,0"
"3872,Putumayo,2018,1,27,Choque,,Sol,sabado,Curva Derecha,Escarpado,Media ladera Izquierda,"""",0,0,0"
"3874,Putumayo,2017,1,13,Choque,,Normal,viernes,Curva Derecha,Plano,Terraplen,"""",1,0,0"
3902,Putumayo,2019,4,25,Choque,,Sol,jueves,Curva Derecha,Escarpado,Media Ladera Derecha,2,0,2,0
"3928,Putumayo,2018,1,1,Choque,,Normal,lunes,Curva Derecha,Ondulado,Cajón,"""",0,1,0"
"3937,Putumayo,2017,10,9,Volcamiento,,Sol,lunes,Curva Derecha,Plano,Terraplen,"""",0,2,0"
"3948,Putumayo,2017,1,29,Atropello,,Lluvia,domingo,Recta,Plano,Cajón,"""",0,1,0"
"3961,Putumayo,2018,1,1,Choque,,Normal,lunes,Curva Derecha,Ondulado,Cajón,"""",0,1,0"
3989,Putumayo,2019,2,21,Caída de piedra,Cambio de carril sin indicación,Lluvia,jueves,Curva Derecha,Escarpado,Media Ladera Derecha,0,0,0,0
4095,Putumayo,2018,9,29,Atropello,Falta de prevencion ante animales en la via,Normal,sabado,Recta,Plano,Terraplen,2,0,2,0
"4162,Putumayo,2017,10,12,Atropello,Falta de prevencion ante animales en la via,Niebla,jueves,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
"4202,Putumayo,2017,12,12,Choque,Falta de prevencion ante animales en la via,Lluvia,martes,Curva Derecha,Plano,Terraplen,"""",0,1,0"
"4222,Putumayo,2017,11,22,Choque,Falta de prevencion ante animales en la via,Sol,miercoles,Curva Izquierda,Plano,Terraplen,"""",1,2,0"
"4229,Putumayo,2017,7,26,Choque,Falta de prevencion ante animales en la via,Niebla,miercoles,Recta,Plano,Terraplen,"""",0,5,0"
4506,Putumayo,2019,9,15,Otro,Obstaculos en la vía,Seca,domingo,Recta,Plano,Terraplen,2,0,2,0
4721,Putumayo,2019,8,13,Otro,Otra - Conductor en General,Sol,martes,Recta,Plano,Cajón,0,0,0,0
4800,Putumayo,2020,8,30,Choque,Otra - Conductor en General,Sol,domingo,Curva Derecha,Ondulado,Terraplen,2,0,2,0
4814,Putumayo,2020,12,6,Otro,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,1,0,1,0
4991,Putumayo,2019,10,21,Otro,Otra - Conductor en General,Normal,lunes,Curva Derecha,Montañoso,Media Ladera Derecha,1,0,0,0
5031,Putumayo,2021,1,3,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,0,0,0,1
5201,Putumayo,2020,6,16,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,martes,Curva Izquierda,Ondulado,Cajón,0,0,0,0
5212,Putumayo,2020,11,21,Choque,Otra - Conductor en General,Lluvia,sabado,Recta,Ondulado,Media Ladera Derecha,2,0,1,0
5216,Putumayo,2019,7,19,Atropello,Otra - Conductor en General,Normal,viernes,Recta,Plano,Cajón,1,0,0,0
5337,Putumayo,2021,5,17,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,lunes,Recta,Montañoso,Cajón,0,0,0,0
5624,Putumayo,2020,7,27,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,lunes,Curva Izquierda,Ondulado,Cajón,0,0,0,0
5625,Putumayo,2021,4,12,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,lunes,Curva Izquierda,Ondulado,Media ladera Izquierda,1,0,1,0
5697,Putumayo,2021,3,10,Choque,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Cajón,0,0,0,0
5757,Putumayo,2021,1,21,Choque,Otra - Conductor en General,Normal,jueves,Curva Derecha,Montañoso,Media ladera Izquierda,1,0,1,0
5973,Putumayo,2019,9,25,Volcamiento,Otra - Del Vehiculo,Normal,miercoles,Recta,Escarpado,Media Ladera Derecha,2,1,0,0
6013,Putumayo,2019,10,18,Volcamiento,Otra - Del Vehiculo,Sol,viernes,Curva Izquierda,Montañoso,Terraplen,2,0,2,0
6262,Putumayo,2020,3,12,Volcamiento,Otra - Pasajero o acompañante,Lluvia,jueves,Curva Izquierda,Ondulado,Media ladera Izquierda,1,1,0,0
6467,Putumayo,2019,8,14,Choque,Otras - De la Via,Lluvia,miercoles,Curva Izquierda,Plano,Terraplen,1,0,1,0
6482,Putumayo,2019,8,29,No determinado,Otras - De la Via,Lluvia,jueves,Recta,Ondulado,Media ladera Izquierda,0,0,0,0
6513,Putumayo,2020,6,29,Volcamiento,Otras - De la Via,Normal,lunes,Recta,Plano,Terraplen,1,0,1,0
6519,Putumayo,2019,11,9,Volcamiento,Otras - De la Via,Lluvia,sabado,Curva Derecha,Escarpado,Media ladera Izquierda,2,0,2,1
6862,Putumayo,2018,10,4,Caída ocupante,Dejar obstáculo en la vía,Normal,jueves,Recta,Plano,Terraplen,1,0,1,0
6900,Putumayo,2020,9,1,Choque,Transitar otra persona o cosas,Lluvia,martes,Recta,Plano,Terraplen,1,0,0,0
"6938,Putumayo,2017,9,18,Choque,Transportar pasajeros en la parte exterior,Normal,lunes,Recta,Plano,Terraplen,"""",0,2,0"
"6943,Putumayo,2017,11,27,Choque,Transportar pasajeros en la parte exterior,Lluvia,lunes,Recta,Plano,Terraplen,"""",0,1,0"
6975,Putumayo,2019,9,3,Choque,Desobedecer las señales,Normal,martes,Recta,Plano,Cajón,2,0,1,0
7116,Putumayo,2021,3,6,Choque,Desobedecer las señales,Sol,sabado,Curva Derecha,Plano,Media ladera Izquierda,0,0,0,0
7164,Putumayo,2018,10,15,Choque,Desobedecer las señales,Normal,lunes,Curva Izquierda,Escarpado,Media Ladera Derecha,0,0,0,0
"7195,Putumayo,2017,1,26,Atropello,Desobedecer las señales,Lluvia,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"7311,Putumayo,2017,12,13,Choque,Adelantar cerrando,Sol,miercoles,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"7316,Putumayo,2017,11,18,Volcamiento,Adelantar cerrando,Sol,sabado,Recta,Ondulado,Terraplen,"""",0,0,0"
7358,Putumayo,2019,2,11,Volcamiento,Adelantar cerrando,Normal,lunes,Recta,Ondulado,Terraplen,2,0,2,0
"7378,Putumayo,2017,11,20,Volcamiento,Adelantar cerrando,Sol,lunes,Recta,Plano,Terraplen,"""",0,0,0"
7392,Putumayo,2019,3,23,Volcamiento,Adelantar cerrando,Niebla,sabado,Curva Derecha,Montañoso,Media ladera Izquierda,1,0,1,0
"7397,Putumayo,2017,12,13,Choque,Adelantar cerrando,Sol,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"7412,Putumayo,2017,12,13,Choque,Adelantar cerrando,Sol,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"7426,Putumayo,2017,1,26,Atropello,Adelantar cerrando,Lluvia,jueves,Curva Derecha,Plano,Terraplen,"""",0,0,0"
7597,Putumayo,2019,7,16,Choque,Adelantar cerrando,Normal,martes,Curva Izquierda,Plano,Terraplen,1,0,1,0
7712,Putumayo,2020,7,2,Atropello,Embriaguez aparente,Normal,jueves,Curva Derecha,Plano,Terraplen,2,0,0,0
7713,Putumayo,2019,7,22,Volcamiento,Embriaguez aparente,Sol,lunes,Recta,Ondulado,Media Ladera Derecha,1,0,0,0
7718,Putumayo,2019,9,23,Otro,Embriaguez aparente,Normal,lunes,Curva Izquierda,Montañoso,Media Ladera Derecha,2,0,2,0
7729,Putumayo,2020,7,15,Choque,Embriaguez aparente,Normal,miercoles,Curva Derecha,Ondulado,Media ladera Izquierda,2,0,1,0
7754,Putumayo,2020,11,24,Choque,Embriaguez aparente,Normal,martes,Recta,Plano,Terraplen,2,0,0,0
7769,Putumayo,2019,10,13,Otro,Embriaguez aparente,Normal,domingo,Curva Izquierda,Montañoso,Media Ladera Derecha,2,0,2,0
7771,Putumayo,2020,10,13,Choque,Embriaguez aparente,Sol,martes,Recta,Plano,Terraplen,2,0,2,0
7783,Putumayo,2019,5,5,Choque,Embriaguez aparente,Normal,domingo,Recta,Ondulado,Terraplen,3,0,0,0
"7800,Putumayo,2017,11,11,Choque,Embriaguez aparente,Normal,sabado,Recta,Plano,Cajón,"""",1,0,0"
"7805,Putumayo,2017,10,13,Choque,Embriaguez aparente,Normal,viernes,Recta,Plano,Terraplen,"""",1,0,0"
7817,Putumayo,2020,11,2,Choque,Embriaguez aparente,Normal,lunes,Recta,Ondulado,Terraplen,2,0,0,0
"7823,Putumayo,2018,3,17,Atropello,Embriaguez aparente,Normal,sabado,Recta,Plano,Terraplen,"""",0,2,0"
"7825,Putumayo,2017,12,25,Volcamiento,Embriaguez aparente,Sol,lunes,Recta,Plano,Terraplen,"""",0,0,0"
"7832,Putumayo,2016,12,10,Choque,Embriaguez aparente,Normal,sabado,Recta,Plano,Cajón,"""",0,0,0"
7834,Putumayo,2021,3,1,Choque,Embriaguez aparente,Sol,lunes,Curva Izquierda,Ondulado,Terraplen,1,0,0,0
7838,Putumayo,2020,12,15,Choque,Embriaguez aparente,Lluvia,martes,Recta,Plano,Terraplen,4,0,4,0
7839,Putumayo,2021,2,6,Choque,Embriaguez aparente,Normal,sabado,Recta,Plano,Cajón,1,0,1,0
7840,Putumayo,2019,5,15,Choque,Embriaguez aparente,Lluvia,miercoles,Recta,Plano,Cajón,1,0,0,0
7841,Putumayo,2019,9,14,Choque,Embriaguez aparente,Normal,sabado,Curva Derecha,Plano,Terraplen,1,0,1,0
7851,Putumayo,2019,8,18,Choque,Embriaguez aparente,Normal,domingo,Recta,Plano,Terraplen,2,0,0,0
7853,Putumayo,2020,1,9,Volcamiento,Embriaguez aparente,Normal,jueves,Curva Derecha,Plano,Media ladera Izquierda,2,0,2,0
"7856,Putumayo,2018,1,26,Choque,Embriaguez aparente,Normal,viernes,Curva Izquierda,Plano,Cajón,"""",0,1,0"
7860,Putumayo,2021,2,28,Choque,Embriaguez aparente,Normal,domingo,Curva Izquierda,Ondulado,Cajón,1,0,1,0
"7869,Putumayo,2017,5,6,Choque,Embriaguez aparente,Normal,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,1,0"
7874,Putumayo,2020,11,24,Choque,Embriaguez aparente,Normal,martes,Curva Derecha,Ondulado,Cajón,1,1,0,0
7877,Putumayo,2020,1,9,Volcamiento,Embriaguez aparente,Seca,jueves,Curva Izquierda,Plano,Media ladera Izquierda,2,0,2,0
7891,Putumayo,2020,3,1,Choque,Embriaguez aparente,Seca,domingo,Recta,Plano,Terraplen,1,1,0,0
7903,Putumayo,2021,3,7,Choque,Embriaguez aparente,Lluvia,domingo,Curva Izquierda,Ondulado,Media Ladera Derecha,2,0,1,0
7954,Putumayo,2020,8,31,Choque,Embriaguez aparente,Sol,lunes,Curva Derecha,Ondulado,Cajón,2,0,0,0
7969,Putumayo,2019,2,3,Choque,Embriaguez aparente,Seca,domingo,Recta,Plano,Terraplen,2,1,0,0
8001,Putumayo,2018,9,3,Choque,Embriaguez aparente,Normal,lunes,Curva Derecha,Escarpado,Media Ladera Derecha,3,0,2,0
8012,Putumayo,2020,8,20,Otro,Exceso de velocidad,Sol,jueves,Curva Izquierda,Plano,Terraplen,0,0,0,0
8016,Putumayo,2019,10,14,Volcamiento,Exceso de velocidad,Sol,lunes,Curva Derecha,Montañoso,Media ladera Izquierda,1,0,1,0
8025,Putumayo,2019,9,8,Volcamiento,Exceso de velocidad,Sol,domingo,Curva Izquierda,Ondulado,Terraplen,6,0,6,0
8029,Putumayo,2019,8,30,Choque,Exceso de velocidad,Sol,viernes,Recta,Plano,Terraplen,1,0,1,0
8048,Putumayo,2019,7,20,Salida de la vía sin volcarse,Exceso de velocidad,Lluvia,sabado,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0,0
8052,Putumayo,2020,7,13,Choque,Exceso de velocidad,Normal,lunes,Curva Derecha,Ondulado,Terraplen,1,0,1,0
8065,Putumayo,2020,1,10,Choque,Exceso de velocidad,Seca,viernes,Recta,Plano,Terraplen,2,0,2,0
8067,Putumayo,2019,8,2,Choque,Exceso de velocidad,Sol,viernes,Curva Izquierda,Plano,Terraplen,4,2,2,0
8079,Putumayo,2019,12,29,Caída ocupante,Exceso de velocidad,Seca,domingo,Recta,Plano,Terraplen,2,0,1,0
8080,Putumayo,2020,12,16,Choque,Exceso de velocidad,Sol,miercoles,Curva Izquierda,Ondulado,Terraplen,2,0,2,0
8091,Putumayo,2020,8,28,Choque,Exceso de velocidad,Sol,viernes,Recta,Ondulado,Terraplen,2,0,1,0
8109,Putumayo,2020,1,6,Choque,Exceso de velocidad,Sol,lunes,Curva Derecha,Ondulado,Media Ladera Derecha,2,1,1,1
8127,Putumayo,2019,8,31,Choque,Exceso de velocidad,Sol,sabado,Curva Derecha,Plano,Terraplen,2,1,0,0
8133,Putumayo,2020,11,19,Volcamiento,Exceso de velocidad,Sol,jueves,Curva Izquierda,Plano,Terraplen,0,0,0,0
8140,Putumayo,2020,10,29,Volcamiento,Exceso de velocidad,Normal,jueves,Recta,Plano,Terraplen,5,0,5,0
8158,Putumayo,2020,12,5,Volcamiento,Exceso de velocidad,Seca,sabado,Curva Izquierda,Plano,Media ladera Izquierda,2,0,2,0
8178,Putumayo,2020,8,19,Choque,Exceso de velocidad,Sol,miercoles,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0,0
8194,Putumayo,2020,5,18,Choque,Exceso de velocidad,Normal,lunes,Recta,Plano,Terraplen,1,1,0,0
8197,Putumayo,2019,9,12,Salida de la vía sin volcarse,Exceso de velocidad,Lluvia,jueves,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,0
8204,Putumayo,2020,11,26,Choque,Exceso de velocidad,Sol,jueves,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0,0
8210,Putumayo,2019,12,31,Choque,Exceso de velocidad,Seca,martes,Recta,Ondulado,Terraplen,2,0,1,0
8213,Putumayo,2020,1,11,Choque,Exceso de velocidad,Sol,sabado,Recta,Ondulado,Terraplen,4,2,0,0
8239,Putumayo,2020,6,20,Choque,Exceso de velocidad,Sol,sabado,Curva Izquierda,Ondulado,Terraplen,1,1,0,0
8247,Putumayo,2020,12,27,Choque,Exceso de velocidad,Lluvia,domingo,Recta,Plano,Terraplen,1,1,2,0
8298,Putumayo,2019,9,11,Volcamiento,Exceso de velocidad,Lluvia,miercoles,Curva Izquierda,Montañoso,Media Ladera Derecha,2,0,2,0
8325,Putumayo,2021,1,6,Choque,Exceso de velocidad,Sol,miercoles,Curva Derecha,Plano,Media Ladera Derecha,2,0,2,1
8329,Putumayo,2021,3,12,Choque,Exceso de velocidad,Normal,viernes,Curva Izquierda,Ondulado,Terraplen,3,0,3,0
8353,Putumayo,2021,1,8,Volcamiento,Exceso de velocidad,Sol,viernes,Recta,Plano,Media ladera Izquierda,4,0,4,0
8356,Putumayo,2019,9,25,Volcamiento,Exceso de velocidad,Lluvia,miercoles,Recta,Montañoso,Media ladera Izquierda,3,1,0,0
8375,Putumayo,2020,12,11,Choque,Exceso de velocidad,Sol,viernes,Recta,Montañoso,Cajón,0,0,0,0
8387,Putumayo,2020,9,26,Choque,Exceso de velocidad,Sol,sabado,Curva Izquierda,Ondulado,Terraplen,1,0,0,0
8389,Putumayo,2020,2,2,Atropello,Exceso de velocidad,Lluvia,domingo,Recta,Plano,Terraplen,1,1,0,0
8454,Putumayo,2020,2,21,Choque,Exceso de velocidad,Normal,viernes,Recta,Plano,Cajón,1,0,1,0
8457,Putumayo,2020,1,18,Volcamiento,Exceso de velocidad,Normal,sabado,Recta,Plano,Terraplen,2,0,2,0
8465,Putumayo,2019,8,26,Choque,Exceso de velocidad,Sol,lunes,Curva Izquierda,Ondulado,Terraplen,3,0,1,0
8473,Putumayo,2020,11,20,Atropello,Exceso de velocidad,Sol,viernes,Recta,Plano,Terraplen,1,1,0,0
8474,Putumayo,2019,9,16,Choque,Exceso de velocidad,Sol,lunes,Recta,Ondulado,Cajón,2,0,1,0
8494,Putumayo,2020,1,29,Volcamiento,Exceso de velocidad,Lluvia,miercoles,Curva Derecha,Ondulado,Terraplen,2,0,2,0
8498,Putumayo,2019,7,30,Volcamiento,Exceso de velocidad,Lluvia,martes,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0,0
8502,Putumayo,2020,1,29,Choque,Exceso de velocidad,Sol,miercoles,Curva Derecha,Ondulado,Media ladera Izquierda,1,0,0,0
8551,Putumayo,2020,11,11,Choque,Exceso de velocidad,Sol,miercoles,Curva Derecha,Ondulado,Cajón,1,1,0,0
8558,Putumayo,2020,8,10,Volcamiento,Exceso de velocidad,Sol,lunes,Curva Derecha,Ondulado,Media ladera Izquierda,2,0,2,0
8573,Putumayo,2019,11,21,Choque,Exceso de velocidad,Seca,jueves,Curva Derecha,Montañoso,Terraplen,2,0,2,0
8582,Putumayo,2020,6,8,Choque,Exceso de velocidad,Seca,lunes,Curva Derecha,Ondulado,Cajón,1,1,0,0
8583,Putumayo,2020,11,12,Choque,Exceso de velocidad,Normal,jueves,Recta,Plano,Terraplen,2,0,2,0
8586,Putumayo,2020,1,14,Salida de la vía sin volcarse,Exceso de velocidad,Sol,martes,Curva Derecha,Plano,Terraplen,2,0,1,0
8594,Putumayo,2020,6,8,Choque,Exceso de velocidad,Seca,lunes,Curva Derecha,Ondulado,Terraplen,1,1,0,0
"8628,Putumayo,2017,12,13,Incendio,Fallas en el sistema eléctrico,Normal,miercoles,Curva Derecha,Plano,Terraplen,"""",0,0,0"
8664,Putumayo,2020,11,4,Choque,Fallas en la dirección,Sol,miercoles,Recta,Ondulado,Terraplen,1,0,0,0
8679,Putumayo,2019,8,14,Salida de la vía sin volcarse,Fallas en la dirección,Sol,miercoles,Recta,Ondulado,Media Ladera Derecha,1,0,1,0
"8704,Putumayo,2017,12,28,Volcamiento,Fallas en la dirección,Sol,jueves,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,4,0"
8709,Putumayo,2021,2,16,Salida de la vía sin volcarse,Fallas en la dirección,Sol,martes,Curva Derecha,Plano,Terraplen,1,0,1,0
"8825,Putumayo,2018,2,15,Volcamiento,Fallas en las llantas,Sol,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
8829,Putumayo,2019,7,29,Volcamiento,Fallas en las llantas,Normal,lunes,Curva Derecha,Ondulado,Terraplen,0,0,0,0
8877,Putumayo,2019,9,19,Volcamiento,Fallas en las llantas,Sol,jueves,Curva Izquierda,Montañoso,Media ladera Izquierda,2,0,2,0
"8929,Putumayo,2018,1,6,Choque,Adelantar en curva,Sol,sabado,Recta,Plano,Terraplen,"""",0,0,1"
"8931,Putumayo,2017,11,27,Choque,Adelantar en curva,Sol,lunes,Recta,Plano,Terraplen,"""",0,0,0"
"8932,Putumayo,2017,5,13,Choque,Adelantar en curva,Normal,sabado,Recta,Plano,Terraplen,"""",0,1,0"
"8944,Putumayo,2017,6,3,Choque,Adelantar en curva,Lluvia,sabado,Curva Derecha,Ondulado,Cajón,"""",0,1,0"
"8954,Putumayo,2017,1,2,Salida de la vía sin volcarse,Adelantar en curva,Lluvia,lunes,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"8960,Putumayo,2017,3,2,Caída ocupante,Adelantar en curva,Sol,jueves,Curva Derecha,Ondulado,Media ladera Izquierda,"""",0,0,0"
"8964,Putumayo,2017,7,15,Choque,Adelantar en curva,Sol,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,4,0"
"8980,Putumayo,2017,1,2,Choque,Adelantar en curva,Normal,lunes,Recta,Plano,Terraplen,"""",0,6,0"
"8988,Putumayo,2018,1,6,Choque,Adelantar en curva,Normal,sabado,Recta,Plano,Terraplen,"""",0,2,1"
"8994,Putumayo,2017,5,7,Choque,Adelantar en curva,Lluvia,domingo,Recta,Ondulado,Media ladera Izquierda,"""",0,1,0"
"8995,Putumayo,2017,10,13,Caída ocupante,Adelantar en curva,Normal,viernes,Recta,Plano,Terraplen,"""",1,0,0"
"9008,Putumayo,2017,8,7,Choque,Adelantar en curva,Sol,lunes,Curva Izquierda,Ondulado,Cajón,"""",1,0,0"
"9013,Putumayo,2017,3,19,Choque,Adelantar en curva,Sol,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"9035,Putumayo,2018,1,2,Salida de la vía sin volcarse,Adelantar en curva,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"9066,Putumayo,2017,3,3,Salida de la vía sin volcarse,Adelantar en curva,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
"9077,Putumayo,2017,3,13,Choque,Adelantar en curva,Normal,lunes,Recta,Ondulado,Terraplen,"""",0,0,0"
9107,Putumayo,2021,3,25,Choque,Fallas en los frenos,Seca,jueves,Curva Derecha,Plano,Terraplen,3,0,3,0
"9125,Putumayo,2017,5,14,Volcamiento,Fallas en los frenos,Sol,domingo,Curva Izquierda,Ondulado,Terraplen,"""",0,0,0"
"9131,Putumayo,2017,1,29,Choque,Fallas en los frenos,Normal,domingo,Recta,Ondulado,Cajón,"""",0,0,0"
9132,Putumayo,2018,8,27,Volcamiento,Fallas en los frenos,Normal,lunes,Curva Derecha,Montañoso,Media Ladera Derecha,3,0,3,0
"9152,Putumayo,2017,3,16,Salida de la vía sin volcarse,Fallas en los frenos,Sol,jueves,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,0,0"
"9166,Putumayo,2018,3,27,Volcamiento,Fallas en los frenos,Normal,martes,Curva Izquierda,Escarpado,Media ladera Izquierda,"""",0,0,0"
"9172,Putumayo,2017,7,29,Salida de la vía sin volcarse,Fallas en los frenos,Sol,sabado,Recta,Plano,Terraplen,"""",0,0,0"
9206,Putumayo,2019,10,1,Volcamiento,Fallas en los frenos,Sol,martes,Curva Izquierda,Escarpado,Media Ladera Derecha,3,0,3,0
"9236,Putumayo,2017,7,28,Salida de la vía sin volcarse,Fallas en los frenos,Sol,viernes,Curva Izquierda,Ondulado,Media Ladera Derecha,"""",0,0,0"
9241,Putumayo,2020,11,24,Volcamiento,Fallas en los frenos,Sol,martes,Recta,Ondulado,Terraplen,1,0,1,0
9249,Putumayo,2019,4,25,Volcamiento,Fallas en los frenos,Normal,jueves,Curva Izquierda,Montañoso,Media ladera Izquierda,3,0,3,0
"9286,Putumayo,2017,3,16,Volcamiento,Fallas en los frenos,Sol,jueves,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,0,0"
"9309,Putumayo,2017,5,14,Volcamiento,Fallas en los frenos,Sol,domingo,Curva Izquierda,Ondulado,Terraplen,"""",0,0,0"
"9322,Putumayo,2017,3,16,Volcamiento,Fallas en los frenos,Sol,jueves,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,0,0"
9333,Putumayo,2019,4,22,Choque,Fallas en los frenos,Sol,lunes,Curva Izquierda,Escarpado,Media ladera Izquierda,0,0,0,0
9344,Putumayo,2021,2,1,Choque,Fallas en los frenos,Lluvia,lunes,Recta,Plano,Cajón,0,0,0,0
9364,Putumayo,2021,1,26,Volcamiento,Fallas en los frenos,Normal,martes,Curva Derecha,Plano,Media Ladera Derecha,1,0,1,0
"9383,Putumayo,2017,8,24,Volcamiento,Fallas en los frenos,Sol,jueves,Curva Izquierda,Ondulado,Media Ladera Derecha,"""",0,0,0"
"9398,Putumayo,2017,5,14,Salida de la vía sin volcarse,Fallas en los frenos,Sol,domingo,Curva Derecha,Ondulado,Terraplen,"""",0,0,0"
"9410,Putumayo,2017,8,18,Choque,Fallas en los frenos,Sol,viernes,Curva Izquierda,Escarpado,Media Ladera Derecha,"""",0,0,0"
9429,Putumayo,2019,8,24,Salida de la vía sin volcarse,Fallas en los frenos,Lluvia,sabado,Curva Derecha,Plano,Terraplen,1,0,1,0
"9588,Putumayo,2020,12,12,Volcamiento,""Falta de precaución, niebla, lluvia, humo"",Lluvia,sabado,Curva Derecha,Plano,Media ladera Izquierda,2,1,1,0"
"9645,Putumayo,2021,3,30,Volcamiento,""Falta de precaución, niebla, lluvia, humo"",Lluvia,martes,Recta,Plano,Media ladera Izquierda,1,0,1,0"
9828,Putumayo,2019,5,13,Choque,Frenar bruscamente,Normal,lunes,Recta,Plano,Cajón,0,0,0,0
9956,Putumayo,2020,8,18,Choque,Girar bruscamente,Normal,martes,Curva Izquierda,Ondulado,Cajón,1,0,0,0
10086,Putumayo,2019,7,29,Volcamiento,Girar bruscamente,Sol,lunes,Curva Izquierda,Plano,Media Ladera Derecha,2,0,2,0
10277,Putumayo,2020,11,11,Volcamiento,Girar bruscamente,Normal,miercoles,Curva Derecha,Ondulado,Terraplen,1,0,1,0
10521,Putumayo,2020,10,5,Choque,Impericia en el manejo,Normal,lunes,Curva Izquierda,Ondulado,Terraplen,2,0,0,0
10560,Putumayo,2019,9,3,Caída ocupante,Impericia en el manejo,Sol,martes,Curva Derecha,Ondulado,Terraplen,1,0,1,0
10587,Putumayo,2019,9,8,Caída ocupante,Impericia en el manejo,Normal,domingo,Curva Izquierda,Ondulado,Terraplen,1,0,0,0
10610,Putumayo,2019,6,23,Caída ocupante,Impericia en el manejo,Normal,domingo,Curva Derecha,Ondulado,Media Ladera Derecha,1,0,1,0
10653,Putumayo,2019,6,10,Caída ocupante,Impericia en el manejo,Normal,lunes,Curva Derecha,Ondulado,Media Ladera Derecha,1,0,0,0
10675,Putumayo,2019,5,27,Choque,Impericia en el manejo,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
10712,Putumayo,2019,6,29,Choque,Impericia en el manejo,Sol,sabado,Recta,Plano,Terraplen,1,0,0,0
10729,Putumayo,2020,9,14,Otro,Impericia en el manejo,Sol,lunes,Recta,Ondulado,Terraplen,0,0,0,0
10755,Putumayo,2020,9,18,Choque,Impericia en el manejo,Lluvia,viernes,Curva Derecha,Ondulado,Cajón,2,0,1,0
10778,Putumayo,2020,6,23,Volcamiento,Impericia en el manejo,Lluvia,martes,Recta,Ondulado,Terraplen,1,0,1,0
10790,Putumayo,2020,7,24,Choque,Impericia en el manejo,Normal,viernes,Recta,Ondulado,Terraplen,2,0,2,0
10792,Putumayo,2019,9,10,Caída ocupante,Impericia en el manejo,Sol,martes,Recta,Ondulado,Terraplen,2,0,1,0
10814,Putumayo,2020,8,20,Choque,Impericia en el manejo,Sol,jueves,Recta,Plano,Terraplen,2,0,2,0
10837,Putumayo,2019,9,29,Choque,Impericia en el manejo,Seca,domingo,Recta,Plano,Terraplen,1,1,0,0
10878,Putumayo,2020,8,26,Choque,Impericia en el manejo,Sol,miercoles,Recta,Ondulado,Terraplen,2,0,1,0
