Índice,NomDepartamento,Año,NumMes,Día,NomClaseAccidente,NomCausaAcc,NomCondMeteorologica,NomDia,NomGeometriaAcc,terreno,secc_tip,n_victimas,n_muertos,n_heridos,Festividad
"1571,Antioquia,2017,9,3,Caída ocupante,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1572,Antioquia,2017,2,15,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"1573,Antioquia,2017,10,21,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1574,Antioquia,2017,1,28,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1575,Antioquia,2017,10,22,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1576,Antioquia,2018,8,13,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,1,0,1,1
"1577,Antioquia,2017,8,17,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1579,Antioquia,2017,10,16,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",2,2,1"
"1580,Antioquia,2017,6,8,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1581,Antioquia,2018,8,8,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"1582,Antioquia,2017,10,29,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1583,Antioquia,2017,10,20,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1584,Antioquia,2017,9,9,Caída ocupante,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
1586,Antioquia,2018,9,6,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
1587,Antioquia,2018,8,7,Atropello,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,1,1,0,0
1588,Antioquia,2018,8,5,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"1589,Antioquia,2017,10,5,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1591,Antioquia,2017,8,29,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1592,Antioquia,2017,2,13,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,2,0"
"1593,Antioquia,2017,9,2,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1594,Antioquia,2017,7,12,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1595,Antioquia,2017,9,1,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
1596,Antioquia,2018,8,11,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,1,0,1,1
"1597,Antioquia,2017,8,22,Caída ocupante,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1598,Antioquia,2017,9,2,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1599,Antioquia,2017,9,1,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1600,Antioquia,2017,8,17,Choque,Sin causa especifica,Viento,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,3,1"
"1602,Antioquia,2017,10,5,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,3,0"
"1604,Antioquia,2017,8,30,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1605,Antioquia,2017,10,12,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
1607,Antioquia,2018,8,19,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,1,0,1,1
"1609,Antioquia,2017,7,25,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1610,Antioquia,2017,9,15,Caída ocupante,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1611,Antioquia,2017,10,18,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1612,Antioquia,2017,10,19,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1613,Antioquia,2017,9,9,Choque,Sin causa especifica,Lluvia,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1614,Antioquia,2017,8,18,Caída ocupante,Sin causa especifica,Lluvia,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,1"
"1616,Antioquia,2017,9,1,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1617,Antioquia,2017,8,20,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1620,Antioquia,2017,9,12,Choque,Sin causa especifica,Lluvia,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1621,Antioquia,2017,8,31,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1622,Antioquia,2017,4,24,Caída de piedra,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1624,Antioquia,2017,4,28,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1625,Antioquia,2017,2,26,Caída ocupante,Sin causa especifica,Normal,domingo,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,1,0"
"1626,Antioquia,2017,4,29,Atropello,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1627,Antioquia,2017,3,22,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1628,Antioquia,2017,1,9,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,1,0"
"1629,Antioquia,2017,4,5,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1630,Antioquia,2017,5,18,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
1631,Antioquia,2019,3,7,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,1,0,1,0
"1632,Antioquia,2017,10,19,Caída ocupante,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1633,Antioquia,2017,10,27,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1634,Antioquia,2017,8,25,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1636,Antioquia,2017,5,25,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1638,Antioquia,2017,9,1,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1639,Antioquia,2017,9,15,Choque,Sin causa especifica,Lluvia,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1642,Antioquia,2017,10,3,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1643,Antioquia,2017,3,29,Atropello,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",1,0,0"
"1644,Antioquia,2016,12,30,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1645,Antioquia,2019,1,6,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,3,0,3,1
"1646,Antioquia,2017,4,15,Volcamiento,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1647,Antioquia,2017,1,7,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1649,Antioquia,2017,2,23,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"1650,Antioquia,2017,9,28,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1651,Antioquia,2017,2,27,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"1652,Antioquia,2017,2,28,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Media ladera Izquierda,"""",0,0,0"
"1653,Antioquia,2017,10,31,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1655,Antioquia,2016,12,21,Choque,Sin causa especifica,Normal,miercoles,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,1,0"
"1656,Antioquia,2017,4,15,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1657,Antioquia,2019,2,16,Choque,Sin causa especifica,Normal,sabado,Curva Izquierda,Ondulado,Media ladera Izquierda,1,0,1,0
"1658,Antioquia,2017,11,6,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,1"
"1659,Antioquia,2017,7,17,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1660,Antioquia,2017,2,10,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Plano,Media ladera Izquierda,"""",0,0,0"
"1661,Antioquia,2017,9,27,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1664,Antioquia,2017,3,13,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"1665,Antioquia,2016,12,28,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1667,Antioquia,2016,12,29,Atropello,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1669,Antioquia,2017,6,14,Choque,Sin causa especifica,Lluvia,miercoles,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,3,0"
1675,Antioquia,2018,12,20,Choque,Sin causa especifica,Normal,jueves,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0,0
"1688,Antioquia,2018,1,30,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
1690,Antioquia,2018,12,10,Choque,Sin causa especifica,Lluvia,lunes,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0,0
"1694,Antioquia,2016,12,25,Atropello,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,1,0"
1699,Antioquia,2018,12,11,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
1700,Antioquia,2019,1,11,Volcamiento,Sin causa especifica,Normal,viernes,Curva Izquierda,Plano,Terraplen,2,0,2,0
"1705,Antioquia,2017,10,31,Choque,Sin causa especifica,Lluvia,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1706,Antioquia,2017,11,23,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1708,Antioquia,2018,12,25,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Montañoso,Media ladera Izquierda,1,0,1,0
1710,Antioquia,2018,12,21,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0,0
1718,Antioquia,2018,12,30,Choque,Sin causa especifica,Lluvia,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,0
1726,Antioquia,2018,12,12,Choque,Sin causa especifica,Lluvia,miercoles,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0,0
"1734,Antioquia,2017,11,11,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1746,Antioquia,2018,12,7,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,0,0,0,1
1747,Antioquia,2018,12,7,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0,1
"1750,Antioquia,2017,11,25,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1752,Antioquia,2018,12,11,Choque,Sin causa especifica,Normal,martes,Curva Izquierda,Ondulado,Terraplen,1,0,1,0
"1753,Antioquia,2017,11,26,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1755,Antioquia,2017,11,19,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1757,Antioquia,2017,11,23,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,1,0"
"1762,Antioquia,2017,11,23,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1764,Antioquia,2017,11,27,Atropello,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1771,Antioquia,2017,11,25,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,3,0"
"1774,Antioquia,2017,11,10,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1777,Antioquia,2017,12,16,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1778,Antioquia,2018,1,27,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1779,Antioquia,2018,12,13,Choque,Sin causa especifica,Lluvia,jueves,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0,0
"1782,Antioquia,2017,11,8,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1783,Antioquia,2017,11,4,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1785,Antioquia,2017,11,14,Choque,Sin causa especifica,Lluvia,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1786,Antioquia,2018,1,18,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1787,Antioquia,2017,12,29,Choque,Sin causa especifica,Lluvia,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1788,Antioquia,2017,11,12,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1789,Antioquia,2017,11,27,Caída ocupante,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1790,Antioquia,2018,1,24,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1792,Antioquia,2018,12,14,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,1,0,1,0
"1796,Antioquia,2017,11,12,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1797,Antioquia,2017,12,2,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1799,Antioquia,2018,12,9,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,0,0,0,1
"1804,Antioquia,2017,12,16,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1807,Antioquia,2017,12,27,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1810,Antioquia,2017,11,6,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
1814,Antioquia,2019,2,27,Choque,Sin causa especifica,Normal,miercoles,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0,0
"1815,Antioquia,2018,1,10,Atropello,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,4,0"
"1816,Antioquia,2018,1,9,Choque,Sin causa especifica,Lluvia,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1818,Antioquia,2017,11,28,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,3,0"
1819,Antioquia,2018,12,2,Atropello,Sin causa especifica,Normal,domingo,Recta,Ondulado,Terraplen,1,1,0,0
"1821,Antioquia,2018,1,3,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,3,0"
"1823,Antioquia,2018,1,23,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1824,Antioquia,2018,1,21,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1825,Antioquia,2017,12,23,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1829,Antioquia,2017,11,21,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1831,Antioquia,2017,11,30,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1833,Antioquia,2017,11,24,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1835,Antioquia,2017,11,16,Volcamiento,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1836,Antioquia,2017,12,1,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1837,Antioquia,2018,8,5,Choque,Sin causa especifica,Niebla,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,0
"1838,Antioquia,2017,12,9,Choque,Sin causa especifica,Lluvia,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
1839,Antioquia,2018,8,12,Volcamiento,Sin causa especifica,Normal,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,1
1840,Antioquia,2018,8,2,Choque,Sin causa especifica,Lluvia,jueves,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0,0
1842,Antioquia,2018,8,6,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,0,0,0,0
1843,Antioquia,2018,8,3,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
"1844,Antioquia,2017,11,21,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
1845,Antioquia,2018,12,28,Choque,Sin causa especifica,Lluvia,viernes,Curva Derecha,Ondulado,Media ladera Izquierda,1,0,1,0
1846,Antioquia,2018,8,1,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,13,0,13,0
"1849,Antioquia,2017,12,8,Caída ocupante,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1850,Antioquia,2017,11,24,Volcamiento,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1854,Antioquia,2017,11,4,Choque,Sin causa especifica,Lluvia,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"1856,Antioquia,2018,1,23,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1857,Antioquia,2017,12,27,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1860,Antioquia,2017,12,30,Caída ocupante,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1861,Antioquia,2017,1,10,Volcamiento,Sin causa especifica,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"1865,Antioquia,2017,12,22,Atropello,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,2,0"
1867,Antioquia,2018,12,30,Choque,Sin causa especifica,Lluvia,domingo,Curva Izquierda,Ondulado,Media ladera Izquierda,1,0,1,0
1868,Antioquia,2018,12,10,Atropello,Sin causa especifica,Lluvia,lunes,Curva Derecha,Ondulado,Media ladera Izquierda,1,0,1,0
"1869,Antioquia,2017,12,20,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1872,Antioquia,2018,1,23,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"1876,Antioquia,2018,1,30,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"1882,Antioquia,2018,3,17,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1883,Antioquia,2018,3,14,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1885,Antioquia,2018,3,16,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1889,Antioquia,2018,2,19,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1890,Antioquia,2018,2,12,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1896,Antioquia,2018,2,13,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1900,Antioquia,2018,2,7,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1914,Antioquia,2019,4,20,Choque,Sin causa especifica,Normal,sabado,Curva Izquierda,Plano,Terraplen,0,0,0,0
"1916,Antioquia,2018,2,17,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1918,Antioquia,2018,2,15,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"1924,Antioquia,2018,2,15,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1926,Antioquia,2018,2,22,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"1929,Antioquia,2017,12,22,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Escarpado,Media ladera Izquierda,"""",0,2,0"
"1931,Antioquia,2018,3,17,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
1933,Antioquia,2019,3,26,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"1936,Antioquia,2018,2,4,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,3,0"
"1942,Antioquia,2018,2,7,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
